fold,no,clay,silt,sand,BD,omc,hhpa,pF,VWC
3,1044,48.6,31.4,20,0.86,0.76,39.9,1.6,57
3,1013,49.5,26.7,24,0.81,1.74,255.86,2.41,34
3,1022,33.9,29.7,36,1.01,0.54,55.08,1.74,49
3,1024,37.8,30,32,0.93,0.89,47.53,1.68,56
3,1090,13.4,34.7,52,1.05,1.78,187.5,2.27,43
3,151,24,44.7,31.3,1.48,0.2,118.6,2.152251397,35.4
3,1039,41.8,32.5,26,0.84,0.64,20.75,1.32,65
3,1058,51.8,27.5,21,0.78,1.67,32.14,1.51,59
3,1007,46,35.7,18,0.95,1.31,21.83,1.34,61
3,64,11.3,72.3,16.4,1.39,0.34,176.7,2.325403258,28.9
3,14,24.3,61.2,14.5,1.68,5.85,574.5,2.837456741,32.1
3,2,11.1,77,11.9,1.2,0.01,316,2.577853791,19.9
3,122,5,35.7,59.3,1.45,0,259.4,2.49213668,16.8
3,89,0,0.2,99.8,1.4,0.7,55,1.818529398,40.8
3,85,17.7,44.2,38.1,1.39,1.9,22.9,1.438002191,44.7
3,1058,51.8,27.5,21,0.78,1.67,34.99,1.54,57
3,107,6.3,49,44.7,1.48,0.9,38.9,1.668116309,30.6
3,42,18.5,73.1,8.4,1.13,5.5,433.2,2.714855156,38.8
3,98,17.7,67.9,14.4,1.11,2.6,56.2,1.827903024,38.9
3,1013,49.5,26.7,24,0.81,1.74,201.37,2.3,35
3,59,10.4,64.8,24.8,1.37,4.5,13.6,1.211705617,46.1
3,1088,18.8,33,48,0.94,0.84,367.28,2.57,30
3,42,18.5,73.1,8.4,1.13,5.5,554,2.821676473,37
3,136,10.6,55.7,33.7,1.01,6,219.3,2.41920534,33.6
3,85,17.7,44.2,38.1,1.39,1.9,7.4,0.947398428,47.1
3,42,18.5,73.1,8.4,1.13,5.5,461.9,2.74271467,38.3
3,12,0,2.8,97.2,1.22,0.01,148,2.248428424,32.8
3,1025,40.9,23.5,36,0.94,1.21,34.91,1.54,57
3,42,18.5,73.1,8.4,1.13,5.5,1213.6,3.162242276,30.7
3,1089,13.4,30.6,56,0.98,1.49,26.98,1.43,45
3,1013,49.5,26.7,24,0.81,1.74,40.09,1.6,56
3,106,4,16.4,79.6,1.44,0.01,141.3,2.22830887,15.5
3,87,12.8,71.9,15.3,1.2,0.01,213.8,2.408174409,39.7
3,107,6.3,49,44.7,1.48,0.9,2,0.379196704,37
3,1058,51.8,27.5,21,0.78,1.67,1.06,0.02,69
3,107,6.3,49,44.7,1.48,0.9,40.7,1.687761117,32.5
3,103,9.1,48.4,42.5,1.27,0.01,22.4,1.428414727,43.3
3,103,9.1,48.4,42.5,1.27,0.01,707.9,2.92813862,22.3
3,14,24.3,61.2,14.5,1.68,5.85,74.3,1.949155522,35.4
3,2,11.1,77,11.9,1.2,0.01,50,1.777136713,47.5
3,1090,13.4,34.7,52,1.05,1.78,9.46,0.98,51
3,136,10.6,55.7,33.7,1.01,6,158.5,2.278195975,39.2
3,1071,14.1,27.5,58,1.18,0.84,170.61,2.23,31
3,15,35,49.9,15.1,1.52,2.33,0,0,44.4
3,64,11.3,72.3,16.4,1.39,0.34,104.6,2.097698393,35.1
3,1058,51.8,27.5,21,0.78,1.67,51.4,1.71,49
3,1030,41.6,27.9,31,0.87,2.43,166.72,2.22,38
3,57,20.3,55.6,24.1,1.09,4.5,2321,3.443841849,24.8
3,122,5,35.7,59.3,1.45,0,7,0.923264748,40
3,151,24,44.7,31.3,1.48,0.2,109.4,2.11718403,35.8
3,59,10.4,64.8,24.8,1.37,4.5,13.7,1.214887275,45.6
3,107,6.3,49,44.7,1.48,0.9,6.6,0.897710644,36.3
3,1013,49.5,26.7,24,0.81,1.74,23.5,1.37,63
3,14,24.3,61.2,14.5,1.68,5.85,172.7,2.315459046,34.6
3,1024,37.8,30,32,0.93,0.89,246.04,2.39,35
3,112,28,38.5,33.5,0.68,6.2,8.9,1.027556715,75
3,1022,33.9,29.7,36,1.01,0.54,100.23,2,43
3,1017,38.9,23.3,38,1.16,1.1,85.51,1.93,53
3,144,23.4,51.2,25.4,1.08,8,403.6,2.684117866,38.8
3,42,18.5,73.1,8.4,1.13,5.5,617.2,2.868592626,36.1
3,122,5,35.7,59.3,1.45,0,109.1,2.115991459,26.7
3,12,0,2.8,97.2,1.22,0.01,83.1,1.997767732,35.6
3,42,18.5,73.1,8.4,1.13,5.5,1145.5,3.137161802,31
3,98,17.7,67.9,14.4,1.11,2.6,182,2.338238096,30.4
3,154,16,54.4,29.6,1.62,2.8,122.5,2.166302797,36.6
3,96,48,48.1,3.9,0.92,8.19,251.2,2.478186343,32.5
3,154,16,54.4,29.6,1.62,2.8,59.6,1.853412968,37.9
3,1014,41.5,26.9,32,0.96,0.32,149.62,2.18,34
3,1058,51.8,27.5,21,0.78,1.67,33.81,1.53,58
3,103,9.1,48.4,42.5,1.27,0.01,144.5,2.238034555,33.6
3,12,0,2.8,97.2,1.22,0.01,38.3,1.661365482,40.9
3,1014,41.5,26.9,32,0.96,0.32,118.85,2.08,37
3,1013,49.5,26.7,24,0.81,1.74,32.96,1.52,60
3,112,28,38.5,33.5,0.68,6.2,8.1,0.986651727,74.6
3,144,23.4,51.2,25.4,1.08,8,9.8,1.069392784,51.1
3,1088,18.8,33,48,0.94,0.84,112.98,2.05,39
3,1030,41.6,27.9,31,0.87,2.43,74.13,1.87,45
3,87,12.8,71.9,15.3,1.2,0.01,144.5,2.238034555,44.4
3,106,4,16.4,79.6,1.44,0.01,302,2.558173651,9.6
3,1022,33.9,29.7,36,1.01,0.54,35.24,1.55,53
3,42,18.5,73.1,8.4,1.13,5.5,11.4,1.13507156,56.4
3,1087,19.7,40.9,39,0.96,1.3,319.15,2.5,38
3,107,6.3,49,44.7,1.48,0.9,18.6,1.347679652,34.9
3,1071,14.1,27.5,58,1.18,0.84,61.66,1.79,47
3,14,24.3,61.2,14.5,1.68,5.85,0,0,36.4
3,64,11.3,72.3,16.4,1.39,0.34,83.9,2.001928669,37.1
3,1014,41.5,26.9,32,0.96,0.32,159.59,2.2,34
3,1014,41.5,26.9,32,0.96,0.32,229.09,2.36,31
3,1044,48.6,31.4,20,0.86,0.76,5445.03,3.74,22
3,1087,19.7,40.9,39,0.96,1.3,72.95,1.86,45
3,1071,14.1,27.5,58,1.18,0.84,115.61,2.06,39
3,1044,48.6,31.4,20,0.86,0.76,23.99,1.38,63
3,14,24.3,61.2,14.5,1.68,5.85,132.5,2.200382586,34.9
3,151,24,44.7,31.3,1.48,0.2,66.5,1.900988353,37.7
3,42,18.5,73.1,8.4,1.13,5.5,2523.1,3.480101172,27.6
3,1071,14.1,27.5,58,1.18,0.84,343.56,2.54,24
3,1044,48.6,31.4,20,0.86,0.76,37.41,1.57,58
3,1024,37.8,30,32,0.93,0.89,91.2,1.96,46
3,57,20.3,55.6,24.1,1.09,4.5,3650.3,3.640495267,23.5
3,15,35,49.9,15.1,1.52,2.33,16.6,1.298274796,42.3
3,169,10,69.4,20.6,1.21,1.8,187.5,2.35116798,32.5
3,154,16,54.4,29.6,1.62,2.8,487.5,2.766141328,31.2
3,1013,49.5,26.7,24,0.81,1.74,101.86,2.01,41
3,122,5,35.7,59.3,1.45,0,85.1,2.008096268,30.8
3,151,24,44.7,31.3,1.48,0.2,297.2,2.551215513,30.2
3,1017,38.9,23.3,38,1.16,1.1,592.93,2.77,34
3,14,24.3,61.2,14.5,1.68,5.85,325,2.590050069,33.6
3,1013,49.5,26.7,24,0.81,1.74,18.75,1.27,65
3,1013,49.5,26.7,24,0.81,1.74,46.24,1.67,54
3,1088,18.8,33,48,0.94,0.84,220.29,2.34,36
3,106,4,16.4,79.6,1.44,0.01,75.9,1.958408484,35.5
3,85,17.7,44.2,38.1,1.39,1.9,182,2.338238096,31.9
3,106,4,16.4,79.6,1.44,0.01,67.6,1.908113404,39.6
3,1044,48.6,31.4,20,0.86,0.76,103.75,2.02,42
3,1058,51.8,27.5,21,0.78,1.67,36.56,1.56,56
3,1013,49.5,26.7,24,0.81,1.74,25.94,1.41,62
3,1022,33.9,29.7,36,1.01,0.54,0.01,-2,58
3,3,13,62.5,24.5,1.28,4.82,510.6,2.786247519,33.5
3,87,12.8,71.9,15.3,1.2,0.01,151.4,2.258292583,44
3,42,18.5,73.1,8.4,1.13,5.5,983.1,3.070764404,32.3
3,1017,38.9,23.3,38,1.16,1.1,43.05,1.63,57
3,151,24,44.7,31.3,1.48,0.2,375.8,2.653123484,29.3
3,1088,18.8,33,48,0.94,0.84,24.49,1.39,47
3,1024,37.8,30,32,0.93,0.89,0.01,-2,63
3,151,24,44.7,31.3,1.48,0.2,18.2,1.338238096,41.3
3,1039,41.8,32.5,26,0.84,0.64,207.97,2.32,37
3,42,18.5,73.1,8.4,1.13,5.5,547.2,2.816312797,37.1
3,89,0,0.2,99.8,1.4,0.7,134.9,2.208178658,13.9
3,1014,41.5,26.9,32,0.96,0.32,3.93,0.59,60
3,1039,41.8,32.5,26,0.84,0.64,52,1.72,53
3,1017,38.9,23.3,38,1.16,1.1,57.02,1.76,56
3,1014,41.5,26.9,32,0.96,0.32,71.94,1.86,46
3,103,9.1,48.4,42.5,1.27,0.01,57.5,1.837834553,40.6
3,57,20.3,55.6,24.1,1.09,4.5,2754.1,3.518146413,24.3
3,1039,41.8,32.5,26,0.84,0.64,13.27,1.12,66
3,14,24.3,61.2,14.5,1.68,5.85,229.8,2.439516733,34.2
3,1088,18.8,33,48,0.94,0.84,240.44,2.38,36
3,57,20.3,55.6,24.1,1.09,4.5,2.5,0.476106717,44.1
3,1058,51.8,27.5,21,0.78,1.67,150.31,2.18,38
3,89,0,0.2,99.8,1.4,0.7,66.1,1.898368168,31.7
3,1090,13.4,34.7,52,1.05,1.78,0.01,-2,52
3,42,18.5,73.1,8.4,1.13,5.5,1299.9,3.192076652,30.3
3,1007,46,35.7,18,0.95,1.31,5.79,0.76,63
3,89,0,0.2,99.8,1.4,0.7,63.1,1.878196067,36.5
3,42,18.5,73.1,8.4,1.13,5.5,3158.6,3.577661339,26.9
3,1039,41.8,32.5,26,0.84,0.64,797.99,2.9,31
3,103,9.1,48.4,42.5,1.27,0.01,123,2.16807182,35.1
3,154,16,54.4,29.6,1.62,2.8,433.5,2.71515581,31.6
3,1044,48.6,31.4,20,0.86,0.76,1.73,0.24,65
3,1058,51.8,27.5,21,0.78,1.67,5.45,0.74,68
3,42,18.5,73.1,8.4,1.13,5.5,2155.4,3.411694587,28.1
3,1044,48.6,31.4,20,0.86,0.76,35.73,1.55,59
3,1024,37.8,30,32,0.93,0.89,20.14,1.3,62
3,42,18.5,73.1,8.4,1.13,5.5,533.9,2.805626629,37.2
3,42,18.5,73.1,8.4,1.13,5.5,1522.3,3.260666956,29.6
3,103,9.1,48.4,42.5,1.27,0.01,2.6,0.493140056,48.7
3,1088,18.8,33,48,0.94,0.84,147.23,2.17,38
3,136,10.6,55.7,33.7,1.01,6,45.3,1.73426491,55.4
3,1089,13.4,30.6,56,0.98,1.49,63.68,1.8,43
3,98,17.7,67.9,14.4,1.11,2.6,32.4,1.588711718,43.2
3,1090,13.4,34.7,52,1.05,1.78,99.31,2,46
3,1007,46,35.7,18,0.95,1.31,51.05,1.71,56
3,85,17.7,44.2,38.1,1.39,1.9,74.1,1.947984916,37.5
3,89,0,0.2,99.8,1.4,0.7,49,1.768362788,41.7
3,47,12.4,70.9,16.7,1.18,1.3,48.8,1.76658653,34.9
3,47,12.4,70.9,16.7,1.18,1.3,25.8,1.489786414,38.4
3,106,4,16.4,79.6,1.44,0.01,75.9,1.958408484,34.9
3,1089,13.4,30.6,56,0.98,1.49,155.96,2.19,39
3,1090,13.4,34.7,52,1.05,1.78,14.62,1.17,51
3,89,0,0.2,99.8,1.4,0.7,38.9,1.668116309,43.1
3,1024,37.8,30,32,0.93,0.89,18.07,1.26,62
3,85,17.7,44.2,38.1,1.39,1.9,123,2.16807182,33.9
3,57,20.3,55.6,24.1,1.09,4.5,243.1,2.463951667,31
3,1087,19.7,40.9,39,0.96,1.3,390.84,2.59,34
3,14,24.3,61.2,14.5,1.68,5.85,486.7,2.765428054,32.6
3,106,4,16.4,79.6,1.44,0.01,74.1,1.947984916,36.7
3,103,9.1,48.4,42.5,1.27,0.01,81.3,1.988257254,37.8
3,14,24.3,61.2,14.5,1.68,5.85,184.6,2.344398405,34.5
3,112,28,38.5,33.5,0.68,6.2,26.9,1.507918988,69.7
3,154,16,54.4,29.6,1.62,2.8,52.6,1.799152452,38
3,57,20.3,55.6,24.1,1.09,4.5,125.9,2.178192438,33.2
3,1044,48.6,31.4,20,0.86,0.76,25.23,1.4,63
3,59,10.4,64.8,24.8,1.37,4.5,21.8,1.416623202,43.1
3,1007,46,35.7,18,0.95,1.31,130.62,2.12,45
3,42,18.5,73.1,8.4,1.13,5.5,844.8,3.004920613,33.6
3,155,26.9,61.3,11.8,1.56,2.8,15.1,1.257143655,42.3
3,144,23.4,51.2,25.4,1.08,8,6.7,0.904241511,55
3,59,10.4,64.8,24.8,1.37,4.5,281.2,2.527182025,34.1
3,1024,37.8,30,32,0.93,0.89,130.32,2.12,41
3,1058,51.8,27.5,21,0.78,1.67,30.83,1.49,60
3,155,26.9,61.3,11.8,1.56,2.8,297.2,2.551215513,36.8
3,42,18.5,73.1,8.4,1.13,5.5,1154.8,3.140673483,31
3,42,18.5,73.1,8.4,1.13,5.5,650.4,2.891347241,35.7
3,1071,14.1,27.5,58,1.18,0.84,196.79,2.29,29
3,1024,37.8,30,32,0.93,0.89,0.01,-2,63
3,106,4,16.4,79.6,1.44,0.01,75.9,1.958408484,34.6
3,96,48,48.1,3.9,0.92,8.19,30.9,1.568125188,45.3
3,85,17.7,44.2,38.1,1.39,1.9,77.6,1.968028429,37.2
3,3,13,62.5,24.5,1.28,4.82,93.4,2.048513584,38.3
3,154,16,54.4,29.6,1.62,2.8,269.8,2.509208654,33.4
3,1014,41.5,26.9,32,0.96,0.32,39.99,1.6,53
3,1090,13.4,34.7,52,1.05,1.78,251.19,2.4,39
3,1022,33.9,29.7,36,1.01,0.54,85.51,1.93,45
3,1022,33.9,29.7,36,1.01,0.54,25.59,1.41,55
3,96,48,48.1,3.9,0.92,8.19,32.4,1.588711718,44.8
3,85,17.7,44.2,38.1,1.39,1.9,55,1.818529398,39.6
3,1017,38.9,23.3,38,1.16,1.1,92.26,1.97,52
3,1030,41.6,27.9,31,0.87,2.43,289.07,2.46,35
3,1017,38.9,23.3,38,1.16,1.1,113.76,2.06,49
3,1022,33.9,29.7,36,1.01,0.54,24.21,1.38,56
3,1007,46,35.7,18,0.95,1.31,84.53,1.93,50
3,107,6.3,49,44.7,1.48,0.9,123,2.16807182,21
3,42,18.5,73.1,8.4,1.13,5.5,181.1,2.336085158,45.1
3,1071,14.1,27.5,58,1.18,0.84,55.34,1.74,48
3,89,0,0.2,99.8,1.4,0.7,70.8,1.928199966,26.9
3,112,28,38.5,33.5,0.68,6.2,36.3,1.638073333,67.6
3,42,18.5,73.1,8.4,1.13,5.5,1101.9,3.120308891,31.3
3,42,18.5,73.1,8.4,1.13,5.5,1127.6,3.130321775,31.1
3,1044,48.6,31.4,20,0.86,0.76,145.21,2.16,39
3,57,20.3,55.6,24.1,1.09,4.5,444.2,2.725745262,29.2
3,12,0,2.8,97.2,1.22,0.01,84.8,2.00656256,35.6
3,85,17.7,44.2,38.1,1.39,1.9,691.8,2.918147266,26.4
3,42,18.5,73.1,8.4,1.13,5.5,6777.9,3.909261865,24.7
3,154,16,54.4,29.6,1.62,2.8,15,1.254257967,38.5
3,155,26.9,61.3,11.8,1.56,2.8,35.4,1.62716997,41.9
3,151,24,44.7,31.3,1.48,0.2,104.7,2.09811339,36
3,3,13,62.5,24.5,1.28,4.82,30.6,1.563888135,43.4
3,42,18.5,73.1,8.4,1.13,5.5,1875.7,3.351330087,28.6
3,42,18.5,73.1,8.4,1.13,5.5,698.1,2.922084346,35.2
3,1030,41.6,27.9,31,0.87,2.43,32.96,1.52,57
3,107,6.3,49,44.7,1.48,0.9,1000,3.078166708,10.5
3,136,10.6,55.7,33.7,1.01,6,242.1,2.462161498,32.2
3,1087,19.7,40.9,39,0.96,1.3,53.33,1.73,46
3,1089,13.4,30.6,56,0.98,1.49,465.59,2.67,27
3,1089,13.4,30.6,56,0.98,1.49,311.89,2.49,31
3,34,16,41.1,42.9,1.58,3.66,47.1,1.751187615,39.3
3,1089,13.4,30.6,56,0.98,1.49,4.39,0.64,46
3,1044,48.6,31.4,20,0.86,0.76,72.95,1.86,47
3,154,16,54.4,29.6,1.62,2.8,176.6,2.325157407,34.9
3,1090,13.4,34.7,52,1.05,1.78,239.33,2.38,40
3,42,18.5,73.1,8.4,1.13,5.5,521.1,2.795087781,37.4
3,42,18.5,73.1,8.4,1.13,5.5,166.2,2.298797728,45.7
3,1089,13.4,30.6,56,0.98,1.49,76.74,1.89,43
3,154,16,54.4,29.6,1.62,2.8,297.9,2.552237211,33.1
3,34,16,41.1,42.9,1.58,3.66,13.9,1.221181508,41.4
3,1039,41.8,32.5,26,0.84,0.64,545.76,2.74,33
3,106,4,16.4,79.6,1.44,0.01,95.5,2.05817008,25.1
3,1024,37.8,30,32,0.93,0.89,724.44,2.86,30
3,1017,38.9,23.3,38,1.16,1.1,53.21,1.73,56
3,98,17.7,67.9,14.4,1.11,2.6,33.9,1.608366406,42.8
3,1089,13.4,30.6,56,0.98,1.49,603.95,2.78,24
3,1090,13.4,34.7,52,1.05,1.78,225.42,2.35,41
3,1024,37.8,30,32,0.93,0.89,6237.35,3.8,20
3,57,20.3,55.6,24.1,1.09,4.5,2424.1,3.46271724,24.7
3,1087,19.7,40.9,39,0.96,1.3,279.9,2.45,39
3,14,24.3,61.2,14.5,1.68,5.85,447.5,2.728959748,32.8
3,151,24,44.7,31.3,1.48,0.2,17.9,1.331019739,41.4
3,1030,41.6,27.9,31,0.87,2.43,17.78,1.25,64
3,1024,37.8,30,32,0.93,0.89,377.57,2.58,33
3,1030,41.6,27.9,31,0.87,2.43,112.2,2.05,41
3,42,18.5,73.1,8.4,1.13,5.5,1659.3,3.298091621,29.2
3,1071,14.1,27.5,58,1.18,0.84,5.75,0.76,51
3,42,18.5,73.1,8.4,1.13,5.5,157.6,2.275722921,46.1
3,42,18.5,73.1,8.4,1.13,5.5,1858.3,3.347282535,28.7
3,1044,48.6,31.4,20,0.86,0.76,32.51,1.51,60
3,1087,19.7,40.9,39,0.96,1.3,6.32,0.8,49
3,57,20.3,55.6,24.1,1.09,4.5,34.5,1.615985803,38.4
3,96,48,48.1,3.9,0.92,8.19,6.5,0.891080065,57.1
3,87,12.8,71.9,15.3,1.2,0.01,218.8,2.418214026,39.3
3,155,26.9,61.3,11.8,1.56,2.8,207,2.394137054,38.3
3,85,17.7,44.2,38.1,1.39,1.9,208.9,2.398105148,31.3
3,1087,19.7,40.9,39,0.96,1.3,13.52,1.13,49
3,87,12.8,71.9,15.3,1.2,0.01,263,2.498122457,35.9
3,155,26.9,61.3,11.8,1.56,2.8,257,2.488099831,37.3
3,1007,46,35.7,18,0.95,1.31,46.34,1.67,57
3,122,5,35.7,59.3,1.45,0,106.4,2.105108336,27.1
3,151,24,44.7,31.3,1.48,0.2,63.5,1.880940433,37.8
3,1022,33.9,29.7,36,1.01,0.54,135.21,2.13,40
3,14,24.3,61.2,14.5,1.68,5.85,514.8,2.789805246,32.5
3,1089,13.4,30.6,56,0.98,1.49,11.32,1.05,45
3,155,26.9,61.3,11.8,1.56,2.8,413,2.69411676,35.4
3,1087,19.7,40.9,39,0.96,1.3,251.77,2.4,40
3,87,12.8,71.9,15.3,1.2,0.01,2.5,0.476106717,55
3,1039,41.8,32.5,26,0.84,0.64,36.14,1.56,59
3,144,23.4,51.2,25.4,1.08,8,78.9,1.975243711,43.9
3,87,12.8,71.9,15.3,1.2,0.01,229.1,2.438191797,38.5
3,136,10.6,55.7,33.7,1.01,6,130,2.19211006,43.4
3,57,20.3,55.6,24.1,1.09,4.5,19,1.356920309,40.4
3,107,6.3,49,44.7,1.48,0.9,16.2,1.287681723,35.1
3,1030,41.6,27.9,31,0.87,2.43,20.14,1.3,63
3,1024,37.8,30,32,0.93,0.89,81.66,1.91,48
3,59,10.4,64.8,24.8,1.37,4.5,10.3,1.091003933,46.5
3,57,20.3,55.6,24.1,1.09,4.5,17,1.30861563,40.7
3,122,5,35.7,59.3,1.45,0,39.8,1.67804978,37.1
3,1089,13.4,30.6,56,0.98,1.49,716.14,2.86,22
3,42,18.5,73.1,8.4,1.13,5.5,175.1,2.321452854,45.4
3,1024,37.8,30,32,0.93,0.89,58.88,1.77,53
3,1088,18.8,33,48,0.94,0.84,295.12,2.47,33
3,64,11.3,72.3,16.4,1.39,0.34,1666,3.299841705,17
3,42,18.5,73.1,8.4,1.13,5.5,772.2,2.965896505,34.4
3,136,10.6,55.7,33.7,1.01,6,537,2.808140994,22.4
3,1044,48.6,31.4,20,0.86,0.76,51.76,1.71,53
3,89,0,0.2,99.8,1.4,0.7,67.6,1.908113404,29.8
3,14,24.3,61.2,14.5,1.68,5.85,437.6,2.719244021,32.9
3,1044,48.6,31.4,20,0.86,0.76,0.01,-2,65
3,1071,14.1,27.5,58,1.18,0.84,56.75,1.75,48
3,1017,38.9,23.3,38,1.16,1.1,236.59,2.37,40
3,103,9.1,48.4,42.5,1.27,0.01,8.3,0.997244801,45.4
3,57,20.3,55.6,24.1,1.09,4.5,29.3,1.545034329,39
3,42,18.5,73.1,8.4,1.13,5.5,514.6,2.78963649,37.5
3,136,10.6,55.7,33.7,1.01,6,135.5,2.210106003,42.3
3,1039,41.8,32.5,26,0.84,0.64,18.2,1.26,65
3,106,4,16.4,79.6,1.44,0.01,74.1,1.947984916,36.4
3,103,9.1,48.4,42.5,1.27,0.01,162.2,2.288217558,32.7
3,136,10.6,55.7,33.7,1.01,6,117.5,2.148204575,45.1
3,1017,38.9,23.3,38,1.16,1.1,2.61,0.42,58
3,1044,48.6,31.4,20,0.86,0.76,13.18,1.12,65
3,1022,33.9,29.7,36,1.01,0.54,674.53,2.83,29
3,1025,40.9,23.5,36,0.94,1.21,33.81,1.53,57
3,1024,37.8,30,32,0.93,0.89,41.88,1.62,57
3,1030,41.6,27.9,31,0.87,2.43,24.66,1.39,61
3,42,18.5,73.1,8.4,1.13,5.5,2302.9,3.440441788,27.9
3,1030,41.6,27.9,31,0.87,2.43,6.15,0.79,65
3,151,24,44.7,31.3,1.48,0.2,2.9,0.540564706,42
3,98,17.7,67.9,14.4,1.11,2.6,758.6,2.958179547,20.1
3,48,12.4,70.9,16.7,1.53,1.3,3839.9,3.662486623,17.7
3,1017,38.9,23.3,38,1.16,1.1,97.05,1.99,51
3,11,60,33.4,6.6,1.52,3.61,9983.2,4.07743648,45.4
3,1013,49.5,26.7,24,0.81,1.74,70.96,1.85,46
3,96,48,48.1,3.9,0.92,8.19,3.9,0.669231315,58.1
3,1039,41.8,32.5,26,0.84,0.64,42.27,1.63,56
3,24,20.3,65,14.7,1.53,0.89,57,1.834041564,39.8
3,11,60,33.4,6.6,1.52,3.61,8.4,1.002445994,60.7
3,1017,38.9,23.3,38,1.16,1.1,175.39,2.24,43
3,1013,49.5,26.7,24,0.81,1.74,58.08,1.76,50
3,87,12.8,71.9,15.3,1.2,0.01,15.8,1.276823795,53.3
3,1030,41.6,27.9,31,0.87,2.43,120.5,2.08,41
3,112,28,38.5,33.5,0.68,6.2,173.8,2.31821648,54.7
3,14,24.3,61.2,14.5,1.68,5.85,416.8,2.698094418,33
3,1039,41.8,32.5,26,0.84,0.64,39.54,1.6,57
3,1030,41.6,27.9,31,0.87,2.43,50.93,1.71,50
3,42,18.5,73.1,8.4,1.13,5.5,831.6,2.998081189,33.7
3,136,10.6,55.7,33.7,1.01,6,5.6,0.826354735,61.6
3,1044,48.6,31.4,20,0.86,0.76,127.64,2.11,40
3,12,0,2.8,97.2,1.22,0.01,29.9,1.553837896,42.4
3,1017,38.9,23.3,38,1.16,1.1,196.79,2.29,42
3,98,17.7,67.9,14.4,1.11,2.6,36.3,1.638073333,42.4
3,1025,40.9,23.5,36,0.94,1.21,11.35,1.06,62
3,59,10.4,64.8,24.8,1.37,4.5,14,1.224294744,45.3
3,169,10,69.4,20.6,1.21,1.8,43.2,1.713650455,42.5
3,169,10,69.4,20.6,1.21,1.8,1.5,0.254257967,46.6
3,42,18.5,73.1,8.4,1.13,5.5,804.9,2.983908636,34
3,107,6.3,49,44.7,1.48,0.9,93.3,2.048048352,23
3,34,16,41.1,42.9,1.58,3.66,1,0.078166708,42.1
3,1088,18.8,33,48,0.94,0.84,209.89,2.32,36
3,112,28,38.5,33.5,0.68,6.2,602.6,2.858195836,46.3
3,122,5,35.7,59.3,1.45,0,455,2.736178105,12.9
3,14,24.3,61.2,14.5,1.68,5.85,118.1,2.150416606,35
3,107,6.3,49,44.7,1.48,0.9,38,1.657950305,32.7
3,1071,14.1,27.5,58,1.18,0.84,10.5,1.02,51
3,1090,13.4,34.7,52,1.05,1.78,213.3,2.33,42
3,136,10.6,55.7,33.7,1.01,6,133,2.202018349,42.9
3,1088,18.8,33,48,0.94,0.84,157.04,2.2,38
3,136,10.6,55.7,33.7,1.01,6,10.4,1.095200047,61
3,1090,13.4,34.7,52,1.05,1.78,5.87,0.77,52
3,169,10,69.4,20.6,1.21,1.8,20.3,1.385662746,44.1
3,1014,41.5,26.9,32,0.96,0.32,13.06,1.12,59
3,1089,13.4,30.6,56,0.98,1.49,5.48,0.74,46
3,89,0,0.2,99.8,1.4,0.7,22.4,1.428414727,44
3,1087,19.7,40.9,39,0.96,1.3,409.26,2.61,33
3,1071,14.1,27.5,58,1.18,0.84,7.53,0.88,51
3,107,6.3,49,44.7,1.48,0.9,72.4,1.937905274,25.4
3,47,12.4,70.9,16.7,1.18,1.3,93.3,2.048048352,31.7
3,1071,14.1,27.5,58,1.18,0.84,99.77,2,42
3,1022,33.9,29.7,36,1.01,0.54,6.85,0.84,57
3,1014,41.5,26.9,32,0.96,0.32,38.73,1.59,54
3,89,0,0.2,99.8,1.4,0.7,64.6,1.888399226,34.3
3,96,48,48.1,3.9,0.92,8.19,91.2,2.038161546,37.1
3,1087,19.7,40.9,39,0.96,1.3,2.56,0.41,49
3,1058,51.8,27.5,21,0.78,1.67,4187.94,3.62,23
3,169,10,69.4,20.6,1.21,1.8,23.2,1.443654693,43.8
3,1090,13.4,34.7,52,1.05,1.78,78.16,1.89,47
3,103,9.1,48.4,42.5,1.27,0.01,316.2,2.578128574,27.8
3,42,18.5,73.1,8.4,1.13,5.5,450.3,2.731668655,38.5
3,42,18.5,73.1,8.4,1.13,5.5,1277.8,3.184629592,30.4
3,122,5,35.7,59.3,1.45,0,204.6,2.389072338,19.3
3,151,24,44.7,31.3,1.48,0.2,177.4,2.327120324,33
3,85,17.7,44.2,38.1,1.39,1.9,19.1,1.359200075,45.9
3,42,18.5,73.1,8.4,1.13,5.5,1537,3.264840576,29.5
3,42,18.5,73.1,8.4,1.13,5.5,2613.3,3.495355977,27.5
3,87,12.8,71.9,15.3,1.2,0.01,162.2,2.288217558,43.4
3,1024,37.8,30,32,0.93,0.89,160.69,2.21,39
3,1013,49.5,26.7,24,0.81,1.74,29.85,1.48,61
3,136,10.6,55.7,33.7,1.01,6,164.1,2.293275289,38.6
3,106,4,16.4,79.6,1.44,0.01,87.1,2.018184863,28.1
3,59,10.4,64.8,24.8,1.37,4.5,13.7,1.214887275,44.4
3,48,12.4,70.9,16.7,1.53,1.3,648.6,2.890143653,26.3
3,107,6.3,49,44.7,1.48,0.9,9.1,1.0372081,35.9
3,1025,40.9,23.5,36,0.94,1.21,103.51,2.02,42
3,15,35,49.9,15.1,1.52,2.33,1.5,0.254257967,44
