fold,no,clay,silt,sand,BD,omc,hhpa,pF,VWC
1,165,17.5,77,5.5,1.42,1,301.3,2.55716584,21.4
1,1081,22.6,54.3,23,1.11,1.36,174.58,2.24,43
1,1083,11.6,22.5,66,0.95,1.21,0.01,-2,44
1,1031,46.8,22.4,31,0.96,1.12,66.22,1.82,55
1,55,32.6,43.3,24.1,1.14,4.5,283.8,2.531179099,37.8
1,149,33.9,50.2,15.9,1.58,0.2,149.6,2.253098302,39
1,152,29.9,54.2,15.9,1.39,5,287.1,2.536199901,34.5
1,1033,46,23.8,30,0.92,1.99,105.2,2.02,45
1,115,26,40.5,33.5,0.57,5.74,37.8,1.655658508,60
1,1059,41.3,26.9,32,1.04,1.18,73.62,1.87,42
1,1064,28.8,33.5,38,1.11,2.56,3.59,0.56,57
1,46,16,77.8,6.2,1.35,0.86,406.3,2.68701353,32.6
1,46,16,77.8,6.2,1.35,0.86,179.4,2.331989147,36.2
1,126,14.7,75.3,10,1.29,0,484.2,2.763191493,19.7
1,20,39.2,50.2,10.6,1.42,5.82,264.9,2.501248666,31.6
1,32,16,41.1,42.9,1.47,3.66,30.5,1.562466548,46.4
1,97,19.8,67,13.2,1.14,3.56,645.7,2.888197495,23.5
1,1018,37.2,22,41,1.11,0.91,154.17,2.19,38
1,1069,10.5,18.4,71,1.17,0.8,260.02,2.42,20
1,1083,11.6,22.5,66,0.95,1.21,2.08,0.32,44
1,1031,46.8,22.4,31,0.96,1.12,3.35,0.53,66
1,1080,11.5,18.4,70,1.23,0.62,101.62,2.01,34
1,1065,34.8,30.7,35,1.09,1.34,2.72,0.44,59
1,20,39.2,50.2,10.6,1.42,5.82,163.1,2.290620669,32.6
1,118,6.6,78.9,14.5,1.24,1.8,24,1.45837795,44.2
1,1083,11.6,22.5,66,0.95,1.21,0.01,-2,44
1,142,11.6,63.4,25,1.1,12,486.4,2.765160274,32.2
1,1018,37.2,22,41,1.11,0.91,195.43,2.29,36
1,105,4.3,27.1,68.6,1.39,2.5,4.5,0.731379222,48.7
1,46,16,77.8,6.2,1.35,0.86,63.7,1.882306141,40.4
1,46,16,77.8,6.2,1.35,0.86,855.2,3.0102344,30.6
1,4,25,57.8,17.2,1.42,0.01,677.9,2.909332342,36.6
1,1018,37.2,22,41,1.11,0.91,29.79,1.47,54
1,126,14.7,75.3,10,1.29,0,59.4,1.851953153,36.5
1,1045,51.1,35.3,14,0.77,1.02,378.44,2.58,32
1,1080,11.5,18.4,70,1.23,0.62,126.77,2.1,30
1,1064,28.8,33.5,38,1.11,2.56,21.48,1.33,55
1,4,25,57.8,17.2,1.42,0.01,556.9,2.823943926,37.1
1,142,11.6,63.4,25,1.1,12,16,1.282286691,50.3
1,53,12.4,70.9,16.7,1.58,1.3,1932.3,3.364241262,22.3
1,114,26,40.5,33.5,0.56,5.74,274.8,2.517183437,41.9
1,105,4.3,27.1,68.6,1.39,2.5,13.5,1.208500477,48
1,167,23.4,71.5,5.1,1.14,6,287.1,2.536199901,42.4
1,166,27.7,41.6,30.7,1.15,3,25.9,1.491466472,55.4
1,1018,37.2,22,41,1.11,0.91,78.16,1.89,46
1,142,11.6,63.4,25,1.1,12,3.1,0.569528402,57.2
1,123,5,35.7,59.3,1.47,0,63.4,1.880255966,34
1,1064,28.8,33.5,38,1.11,2.56,209.41,2.32,32
1,46,16,77.8,6.2,1.35,0.86,380.7,2.658749585,32.9
1,1081,22.6,54.3,23,1.11,1.36,741.31,2.87,29
1,115,26,40.5,33.5,0.57,5.74,16.6,1.298274796,67
1,160,37.6,42.2,20.2,1.36,2,434.5,2.716156489,23.8
1,97,19.8,67,13.2,1.14,3.56,131.8,2.198082118,31.8
1,1059,41.3,26.9,32,1.04,1.18,4.4,0.64,60
1,1059,41.3,26.9,32,1.04,1.18,45.29,1.66,50
1,152,29.9,54.2,15.9,1.39,5,1.6,0.282286691,48.8
1,152,29.9,54.2,15.9,1.39,5,4.4,0.721619385,48.4
1,123,5,35.7,59.3,1.47,0,12.4,1.171588393,41.3
1,115,26,40.5,33.5,0.57,5.74,44.1,1.722605298,57.7
1,1033,46,23.8,30,0.92,1.99,66.68,1.82,50
1,125,16.7,69.2,14.1,1.69,2.2,307.6,2.566153039,32.9
1,152,29.9,54.2,15.9,1.39,5,542,2.812165995,32.9
1,1059,41.3,26.9,32,1.04,1.18,407.38,2.61,29
1,105,4.3,27.1,68.6,1.39,2.5,42.7,1.708594583,46.8
1,1031,46.8,22.4,31,0.96,1.12,483.06,2.68,36
1,114,26,40.5,33.5,0.56,5.74,2,0.379196704,68.4
1,1083,11.6,22.5,66,0.95,1.21,548.28,2.74,20
1,4,25,57.8,17.2,1.42,0.01,24.5,1.467332793,44.1
1,159,29.1,60.5,10.4,1.48,0.01,246,2.469101815,34.4
1,164,29.8,55,15.2,1.58,1.8,81.1,1.987187562,35.4
1,1064,28.8,33.5,38,1.11,2.56,67.14,1.83,44
1,159,29.1,60.5,10.4,1.48,0.01,33,1.596680648,41.2
1,105,4.3,27.1,68.6,1.39,2.5,147.9,2.248134882,19.5
1,1066,13.5,25.5,61,1.23,1.27,135.83,2.13,38
1,1059,41.3,26.9,32,1.04,1.18,47.86,1.68,49
1,1018,37.2,22,41,1.11,0.91,372.39,2.57,32
1,20,39.2,50.2,10.6,1.42,5.82,432.7,2.714353603,30.4
1,1015,45.7,30.4,24,0.85,0.49,467.74,2.67,33
1,1081,22.6,54.3,23,1.11,1.36,605.34,2.78,33
1,152,29.9,54.2,15.9,1.39,5,413,2.69411676,33.6
1,1063,33.1,39.4,28,0.94,2.52,21.58,1.33,56
1,1080,11.5,18.4,70,1.23,0.62,34.51,1.54,45
1,125,16.7,69.2,14.1,1.69,2.2,147.2,2.246074518,36
1,1065,34.8,30.7,35,1.09,1.34,84.72,1.93,39
1,1033,46,23.8,30,0.92,1.99,32.21,1.51,60
1,142,11.6,63.4,25,1.1,12,1.7,0.30861563,57.3
1,95,29.3,55.3,15.4,1.35,0.2,91.2,2.038161546,34.2
1,31,16,41.1,42.9,1.59,3.66,64.6,1.888399226,40.7
1,1065,34.8,30.7,35,1.09,1.34,15.14,1.18,56
1,1059,41.3,26.9,32,1.04,1.18,54.58,1.74,47
1,167,23.4,71.5,5.1,1.14,6,41.6,1.697260039,49.4
1,20,39.2,50.2,10.6,1.42,5.82,405.4,2.686050453,30.6
1,1045,51.1,35.3,14,0.77,1.02,431.52,2.64,32
1,1031,46.8,22.4,31,0.96,1.12,248.89,2.4,40
1,1083,11.6,22.5,66,0.95,1.21,297.85,2.47,26
1,166,27.7,41.6,30.7,1.15,3,36.1,1.63567391,51.2
1,1080,11.5,18.4,70,1.23,0.62,96.16,1.98,35
1,152,29.9,54.2,15.9,1.39,5,79.3,1.977439895,38
1,167,23.4,71.5,5.1,1.14,6,17.3,1.316212811,52.4
1,88,12.8,71.9,15.3,1.22,0.01,331.1,2.598125889,32.5
1,1069,10.5,18.4,71,1.17,0.8,100.46,2,31
1,1063,33.1,39.4,28,0.94,2.52,1.5,0.18,62
1,1045,51.1,35.3,14,0.77,1.02,26.42,1.42,59
1,152,29.9,54.2,15.9,1.39,5,8.7,1.017685961,46.4
1,8,60,33.4,6.6,1.47,3.61,16.5,1.295650652,55
1,1059,41.3,26.9,32,1.04,1.18,24.38,1.39,58
1,118,6.6,78.9,14.5,1.24,1.8,27.4,1.515917271,42.4
1,1069,10.5,18.4,71,1.17,0.8,90.36,1.96,32
1,20,39.2,50.2,10.6,1.42,5.82,177.5,2.327365066,32.4
1,142,11.6,63.4,25,1.1,12,12.9,1.188756418,51.6
1,123,5,35.7,59.3,1.47,0,7.6,0.9589803,41.5
1,31,16,41.1,42.9,1.59,3.66,386.8,2.665653174,33
1,46,16,77.8,6.2,1.35,0.86,940.8,3.051664017,30.4
1,1063,33.1,39.4,28,0.94,2.52,18.24,1.26,58
1,46,16,77.8,6.2,1.35,0.86,68.3,1.912587412,40.1
1,160,37.6,42.2,20.2,1.36,2,33.4,1.601913175,37.7
1,167,23.4,71.5,5.1,1.14,6,8.9,1.027556715,53.8
1,55,32.6,43.3,24.1,1.14,4.5,2944.4,3.547163517,28.6
1,4,25,57.8,17.2,1.42,0.01,6.1,0.863496543,45.2
1,1059,41.3,26.9,32,1.04,1.18,49.09,1.69,49
1,118,6.6,78.9,14.5,1.24,1.8,21.5,1.410605168,45.5
1,46,16,77.8,6.2,1.35,0.86,503.7,2.780338659,31.9
1,164,29.8,55,15.2,1.58,1.8,262.4,2.497130539,32.9
1,1083,11.6,22.5,66,0.95,1.21,790.68,2.9,17
1,1064,28.8,33.5,38,1.11,2.56,0.01,-2,57
1,1018,37.2,22,41,1.11,0.91,58.61,1.77,49
1,149,33.9,50.2,15.9,1.58,0.2,81.1,1.987187562,40.6
1,31,16,41.1,42.9,1.59,3.66,440.6,2.722211201,31.9
1,115,26,40.5,33.5,0.57,5.74,34,1.609645625,61.3
1,33,16,41.1,42.9,1.3,3.66,558.9,2.825500818,32.3
1,1059,41.3,26.9,32,1.04,1.18,43.05,1.63,51
1,165,17.5,77,5.5,1.42,1,125.6,2.177156348,31.2
1,114,26,40.5,33.5,0.56,5.74,22.6,1.432275147,63.6
1,1015,45.7,30.4,24,0.85,0.49,59.57,1.78,50
1,159,29.1,60.5,10.4,1.48,0.01,152.1,2.260295922,36.6
1,20,39.2,50.2,10.6,1.42,5.82,138.5,2.219616482,33
1,1080,11.5,18.4,70,1.23,0.62,89.13,1.95,37
1,1018,37.2,22,41,1.11,0.91,25.06,1.4,55
1,125,16.7,69.2,14.1,1.69,2.2,39.4,1.67366293,38.5
1,115,26,40.5,33.5,0.57,5.74,43,1.711635164,58.1
1,20,39.2,50.2,10.6,1.42,5.82,30.5,1.562466548,35
1,8,60,33.4,6.6,1.47,3.61,326.2,2.591650665,43.7
1,160,37.6,42.2,20.2,1.36,2,81.3,1.988257254,31.9
1,159,29.1,60.5,10.4,1.48,0.01,101.9,2.086340892,37.9
1,1033,46,23.8,30,0.92,1.99,47.75,1.68,54
1,46,16,77.8,6.2,1.35,0.86,253.7,2.482487175,34.6
1,4,25,57.8,17.2,1.42,0.01,38.8,1.666998434,43.4
1,1065,34.8,30.7,35,1.09,1.34,8.81,0.95,58
1,1059,41.3,26.9,32,1.04,1.18,97.5,1.99,39
1,118,6.6,78.9,14.5,1.24,1.8,1.7,0.30861563,51.9
1,118,6.6,78.9,14.5,1.24,1.8,25.2,1.479567249,43.5
1,53,12.4,70.9,16.7,1.58,1.3,398.3,2.678377015,30.1
1,126,14.7,75.3,10,1.29,0,90.6,2.035294906,33.2
1,167,23.4,71.5,5.1,1.14,6,153.1,2.263141899,45.1
1,20,39.2,50.2,10.6,1.42,5.82,712.5,2.930951577,28.7
1,166,27.7,41.6,30.7,1.15,3,73.5,1.944454047,41.8
1,1065,34.8,30.7,35,1.09,1.34,7161.43,3.86,18
1,1080,11.5,18.4,70,1.23,0.62,65.61,1.82,41
1,1031,46.8,22.4,31,0.96,1.12,229.61,2.36,40
1,149,33.9,50.2,15.9,1.58,0.2,145.2,2.240133325,39.1
1,1069,10.5,18.4,71,1.17,0.8,25.7,1.41,41
1,88,12.8,71.9,15.3,1.22,0.01,31.6,1.577853791,51.6
1,1059,41.3,26.9,32,1.04,1.18,14.96,1.18,59
1,46,16,77.8,6.2,1.35,0.86,206.6,2.393297025,35.5
1,1059,41.3,26.9,32,1.04,1.18,33.19,1.52,54
1,1045,51.1,35.3,14,0.77,1.02,52.97,1.72,47
1,46,16,77.8,6.2,1.35,0.86,362.2,2.637115154,33.1
1,4,25,57.8,17.2,1.42,0.01,790.2,2.975903734,36
1,149,33.9,50.2,15.9,1.58,0.2,52.2,1.795837211,41.8
1,46,16,77.8,6.2,1.35,0.86,177.7,2.327854136,36.2
1,1047,42,38.7,19,0.87,0.47,254.1,2.41,36
1,23,9.9,76,14.1,1.48,7.72,269.1,2.508080406,38.3
1,105,4.3,27.1,68.6,1.39,2.5,57.5,1.837834553,43.8
1,126,14.7,75.3,10,1.29,0,310.5,2.570228313,23.1
1,1066,13.5,25.5,61,1.23,1.27,396.28,2.6,28
1,114,26,40.5,33.5,0.56,5.74,11.5,1.138864549,67.1
1,167,23.4,71.5,5.1,1.14,6,12.3,1.16807182,53.1
1,97,19.8,67,13.2,1.14,3.56,14.8,1.248428424,46.4
1,1065,34.8,30.7,35,1.09,1.34,61.66,1.79,42
1,123,5,35.7,59.3,1.47,0,814.7,2.989164424,23.2
1,126,14.7,75.3,10,1.29,0,67.5,1.907470481,35.5
1,20,39.2,50.2,10.6,1.42,5.82,209.9,2.400179147,32
1,1066,13.5,25.5,61,1.23,1.27,229.09,2.36,33
1,1047,42,38.7,19,0.87,0.47,79.8,1.9,48
1,1031,46.8,22.4,31,0.96,1.12,61.24,1.79,56
1,142,11.6,63.4,25,1.1,12,7.7,0.964657433,56.6
1,167,23.4,71.5,5.1,1.14,6,576.8,2.83919196,38.8
1,167,23.4,71.5,5.1,1.14,6,51.5,1.789973937,48.5
1,165,17.5,77,5.5,1.42,1,67.9,1.910036482,36.8
1,1066,13.5,25.5,61,1.23,1.27,3.31,0.52,48
1,97,19.8,67,13.2,1.14,3.56,20.4,1.387796876,43.8
1,46,16,77.8,6.2,1.35,0.86,732.4,2.942915044,30.9
1,1063,33.1,39.4,28,0.94,2.52,12.33,1.09,60
1,1063,33.1,39.4,28,0.94,2.52,17.95,1.25,59
1,1047,42,38.7,19,0.87,0.47,59.43,1.77,52
1,114,26,40.5,33.5,0.56,5.74,8.6,1.012665159,67.6
1,114,26,40.5,33.5,0.56,5.74,7.9,0.975793799,67.8
1,1069,10.5,18.4,71,1.17,0.8,68.39,1.84,35
1,8,60,33.4,6.6,1.47,3.61,112,2.127384731,46
1,1045,51.1,35.3,14,0.77,1.02,0.01,-2,68
1,1031,46.8,22.4,31,0.96,1.12,70.15,1.85,54
1,166,27.7,41.6,30.7,1.15,3,1.9,0.356920309,59.9
1,46,16,77.8,6.2,1.35,0.86,159.5,2.280927396,36.7
1,1033,46,23.8,30,0.92,1.99,2.82,0.45,65
1,159,29.1,60.5,10.4,1.48,0.01,23.2,1.443654693,41.9
1,1033,46,23.8,30,0.92,1.99,64.27,1.81,51
1,159,29.1,60.5,10.4,1.48,0.01,369,2.645193074,32.7
1,20,39.2,50.2,10.6,1.42,5.82,282.8,2.529646113,31.5
1,165,17.5,77,5.5,1.42,1,691.8,2.918147266,17.1
1,167,23.4,71.5,5.1,1.14,6,11.1,1.123489687,53.5
1,152,29.9,54.2,15.9,1.39,5,52,1.794170052,39.3
1,123,5,35.7,59.3,1.47,0,393.6,2.673221798,25.3
1,105,4.3,27.1,68.6,1.39,2.5,67.6,1.908113404,40.2
1,1069,10.5,18.4,71,1.17,0.8,85.11,1.93,33
1,115,26,40.5,33.5,0.57,5.74,17.5,1.321204757,66.9
1,1033,46,23.8,30,0.92,1.99,408.32,2.61,35
1,1047,42,38.7,19,0.87,0.47,36.81,1.57,64
1,20,39.2,50.2,10.6,1.42,5.82,709,2.928812943,28.7
1,95,29.3,55.3,15.4,1.35,0.2,32.4,1.588711718,41.3
1,105,4.3,27.1,68.6,1.39,2.5,24.5,1.467332793,47.6
1,160,37.6,42.2,20.2,1.36,2,17.9,1.331019739,42.4
1,95,29.3,55.3,15.4,1.35,0.2,234.4,2.448124316,28.6
1,1018,37.2,22,41,1.11,0.91,24.15,1.38,56
1,1016,54.2,34.4,11,0.95,1.01,70.96,1.85,50
1,143,8.8,53.1,38.1,0.96,8,369,2.645193074,41.2
1,142,11.6,63.4,25,1.1,12,25.4,1.483000425,46.9
1,123,5,35.7,59.3,1.47,0,87.9,2.022155583,32.4
1,20,39.2,50.2,10.6,1.42,5.82,390.5,2.669787746,30.7
1,159,29.1,60.5,10.4,1.48,0.01,5.5,0.818529398,44
1,118,6.6,78.9,14.5,1.24,1.8,16.2,1.287681723,49.1
1,118,6.6,78.9,14.5,1.24,1.8,34.2,1.612192814,39
1,1069,10.5,18.4,71,1.17,0.8,6.07,0.78,43
1,46,16,77.8,6.2,1.35,0.86,481.7,2.760943354,32
1,23,9.9,76,14.1,1.48,7.72,30.4,1.561040292,43.8
1,165,17.5,77,5.5,1.42,1,610.9,2.864136833,17.6
1,95,29.3,55.3,15.4,1.35,0.2,63.1,1.878196067,36.8
1,125,16.7,69.2,14.1,1.69,2.2,414,2.695167049,30
1,97,19.8,67,13.2,1.14,3.56,281.8,2.528107697,28.5
1,126,14.7,75.3,10,1.29,0,147.9,2.248134882,29.2
1,149,33.9,50.2,15.9,1.58,0.2,76.2,1.96012168,40.8
1,149,33.9,50.2,15.9,1.58,0.2,179.9,2.333197872,38.1
1,123,5,35.7,59.3,1.47,0,13.7,1.214887275,41.1
1,114,26,40.5,33.5,0.56,5.74,57.9,1.840845272,54
1,165,17.5,77,5.5,1.42,1,27.8,1.522211504,40.4
1,19,37.6,42.3,20.1,1.52,3.38,373,2.64987554,52.5
1,46,16,77.8,6.2,1.35,0.86,660.6,2.898105278,31.1
1,159,29.1,60.5,10.4,1.48,0.01,477.5,2.757140084,31.7
1,149,33.9,50.2,15.9,1.58,0.2,43.9,1.720631228,42.3
1,1033,46,23.8,30,0.92,1.99,88.92,1.95,47
1,152,29.9,54.2,15.9,1.39,5,8.1,0.986651727,46.5
1,1015,45.7,30.4,24,0.85,0.49,21.13,1.33,63
1,1080,11.5,18.4,70,1.23,0.62,73.45,1.87,39
1,8,60,33.4,6.6,1.47,3.61,181.8,2.337760587,44.7
1,1033,46,23.8,30,0.92,1.99,221.82,2.35,38
1,1081,22.6,54.3,23,1.11,1.36,620.87,2.79,33
1,20,39.2,50.2,10.6,1.42,5.82,251.9,2.479394876,31.7
1,97,19.8,67,13.2,1.14,3.56,16.2,1.287681723,45.8
1,88,12.8,71.9,15.3,1.22,0.01,70.8,1.928199966,48.6
1,160,37.6,42.2,20.2,1.36,2,26.3,1.498122457,39.6
1,1080,11.5,18.4,70,1.23,0.62,47.86,1.68,44
1,1031,46.8,22.4,31,0.96,1.12,4.18,0.62,66
1,33,16,41.1,42.9,1.3,3.66,532.1,2.804159967,33
1,159,29.1,60.5,10.4,1.48,0.01,408.3,2.689146088,32.3
1,1016,54.2,34.4,11,0.95,1.01,2.92,0.47,62
1,105,4.3,27.1,68.6,1.39,2.5,70.8,1.928199966,38.9
1,46,16,77.8,6.2,1.35,0.86,229.7,2.439327703,35
1,88,12.8,71.9,15.3,1.22,0.01,13.2,1.198740639,52.5
1,1083,11.6,22.5,66,0.95,1.21,133.97,2.13,36
1,1064,28.8,33.5,38,1.11,2.56,123.59,2.09,37
1,160,37.6,42.2,20.2,1.36,2,346.7,2.61812055,24.7
1,1059,41.3,26.9,32,1.04,1.18,36.9,1.57,53
1,166,27.7,41.6,30.7,1.15,3,38.2,1.660230071,50.3
1,167,23.4,71.5,5.1,1.14,6,60,1.856317959,48.3
1,32,16,41.1,42.9,1.47,3.66,344.3,2.615103731,39.6
1,23,9.9,76,14.1,1.48,7.72,147.4,2.246664192,40.3
1,1033,46,23.8,30,0.92,1.99,96.38,1.98,46
1,1066,13.5,25.5,61,1.23,1.27,178.24,2.25,36
1,1016,54.2,34.4,11,0.95,1.01,381.94,2.58,34
1,160,37.6,42.2,20.2,1.36,2,8.4,1.002445994,48
1,164,29.8,55,15.2,1.58,1.8,15,1.254257967,39
1,166,27.7,41.6,30.7,1.15,3,50.4,1.780597245,46.3
1,20,39.2,50.2,10.6,1.42,5.82,296.9,2.550776906,31.3
1,118,6.6,78.9,14.5,1.24,1.8,100.7,2.081196179,30
1,1031,46.8,22.4,31,0.96,1.12,21.38,1.33,63
1,46,16,77.8,6.2,1.35,0.86,756,2.956688504,30.8
1,123,5,35.7,59.3,1.47,0,18.8,1.352324557,39.3
1,1081,22.6,54.3,23,1.11,1.36,45.08,1.65,48
1,46,16,77.8,6.2,1.35,0.86,329.6,2.596153911,33.5
1,126,14.7,75.3,10,1.29,0,70.3,1.925122033,35.2
1,114,26,40.5,33.5,0.56,5.74,18.4,1.342984531,64.9
1,125,16.7,69.2,14.1,1.69,2.2,388.2,2.667222239,30.7
1,114,26,40.5,33.5,0.56,5.74,12.1,1.160952078,66.9
1,23,9.9,76,14.1,1.48,7.72,187.9,2.352093488,39.6
1,167,23.4,71.5,5.1,1.14,6,2,0.379196704,55.5
1,164,29.8,55,15.2,1.58,1.8,171.8,2.313189868,33.7
1,125,16.7,69.2,14.1,1.69,2.2,119.9,2.156985891,37.2
1,142,11.6,63.4,25,1.1,12,4.7,0.750264566,57
1,55,32.6,43.3,24.1,1.14,4.5,7.2,0.935499205,55.2
1,1066,13.5,25.5,61,1.23,1.27,305.49,2.49,30
1,88,12.8,71.9,15.3,1.22,0.01,323.6,2.588175221,33.1
1,160,37.6,42.2,20.2,1.36,2,824.1,2.994146622,21.8
1,1016,54.2,34.4,11,0.95,1.01,218.27,2.34,37
